 disease ,drug,zscore,,,
C0024305,DB00620,0.762990804,1.727272727,1.660772727,0.087157014
C0024305,DB00635,-0.781666364,1.612903226,1.678806452,0.084311196
C0024305,DB00741,-1.889623252,1.361111111,1.508388889,0.077940287
C0024305,DB00791,-0.425582869,1,1.176,0.413550481
C0024305,DB00860,-0.943492511,1.583333333,1.668166667,0.089914157
C0024305,DB00888,-2.716808908,0,1.465,0.53923557
C0024305,DB00959,-3.045993905,1.133333333,1.468733333,0.110111842
C0024305,DB00997,-2.447346909,1.434782609,1.576054348,0.057724444
C0024305,DB01234,-0.72280527,1.556962025,1.597632911,0.056268109
C0024305,DB01380,-0.034446938,1,1.008,0.232241254
C0024305,DB04572,-0.588466734,1.5,1.590125,0.153152242
C0024301,DB00078,-3.689940568,,,
C0024301,DB00290,-1.187314155,,,
C0024301,DB00291,-2.619767727,,,
C0024301,DB00443,-0.859426711,,,
C0024301,DB00541,-2.596180603,,,
C0024301,DB00620,1.103623045,1.863636364,1.756318182,0.097241701
C0024301,DB00635,-0.063851395,1.774193548,1.780129032,0.09295778
C0024301,DB00860,-0.219065779,1.75,1.77125,0.097002828
C0024301,DB00959,-1.476587192,1.4,1.5752,0.118651984
C0024301,DB00997,-2.079836748,1.554347826,1.692380435,0.06636704
C0024301,DB01234,-0.047262999,1.708860759,1.712101266,0.068563281
C0024301,DB01380,-0.253809447,1,1.094,0.370356585
C0024301,DB06769,-0.491310918,1,1.227,0.46202922
C0024301,DB09054,-2.317639116,1,1.57775,0.249283849
C0024299,DB00531,-1.702998744,,,
C0024141,DB00443,-1.891275327,,,
C0024141,DB00608,-2.323932468,1.181818182,1.525636364,0.147946718
C0024141,DB00620,-0.552792628,1.318181818,1.370090909,0.09390337
C0024141,DB00635,-0.296258552,1.322580645,1.347354839,0.083623556
C0024141,DB00741,-2.344942194,1.027777778,1.192055556,0.070056216
C0024141,DB00860,-1.370806521,1.25,1.370666667,0.088026038
C0024141,DB00959,-4.745237849,0.666666667,1.17,0.106071255
C0024141,DB01234,-0.19628663,1.278481013,1.288443038,0.05075244
C0024141,DB01380,-2.873892701,0,0.892,0.310380412
C0024141,DB01611,-3.479669902,0.818181818,1.294727273,0.13695134
C0024141,DB08879,-2.95305648,0,1.155,0.391120186
C0024138,DB00223,0.534294468,,,
C0024138,DB00240,-0.499843965,,,
C0024138,DB00288,-0.748212512,,,
C0024138,DB00443,-1.020278834,,,
C0024138,DB00547,0.218411992,,,
C0024138,DB00588,-0.745124119,1,1.357,0.479114809
C0024138,DB00591,-1.092245879,1,1.375,0.343329288
C0024138,DB00596,-1.092245879,1,1.375,0.343329288
C0024138,DB00608,-2.438241052,1.818181818,2.080545455,0.10760365
C0024138,DB00620,1.562783359,2.090909091,1.957727273,0.085220909
C0024138,DB00663,-0.740261856,1,1.354,0.478209159
C0024138,DB00741,0.288894479,1.861111111,1.842027778,0.066056414
C0024138,DB00764,-0.319460907,1.5,1.6015,0.317722757
C0024138,DB00838,0.534294468,2,1.854666667,0.272009804
C0024138,DB00846,-2.081668104,1,1.541333333,0.260047859
C0024138,DB00860,-0.62308015,1.916666667,1.96725,0.081182707
C0024138,DB00959,-1.866156004,1.6,1.779266667,0.096061994
C0024138,DB01047,-2.081668104,1,1.541333333,0.260047859
C0024138,DB01130,-0.392728618,1.5,1.59125,0.232348741
C0024138,DB01234,0.914084889,1.962025316,1.920367089,0.045573697
C0024138,DB01260,-0.660419122,1.333333333,1.512,0.270535272
C0024138,DB01380,-0.745124119,1,1.357,0.479114809
C0024138,DB01611,-3.307187823,1.545454545,1.913727273,0.11135525
C0024138,DB06786,-0.652082261,1.333333333,1.513666667,0.276549975
C0024117,DB00332,-2.71143461,,,
C0024117,DB00986,0.55792894,2,1.753,0.442708708
C0024117,DB01274,-0.926265156,1.333333333,1.533,0.215561025
C0024117,DB01430,-0.567045151,1,1.267,0.470861976
C0024117,DB08897,-1.076152907,1.2,1.418,0.202573443
C0024117,DB09076,-0.641970568,1.5,1.691,0.297521428
C0024117,DB09080,-3.761980088,0,0.936,0.248805145
C0024117,DB09082,-3.761980088,0,0.936,0.248805145
C0024115,DB00277,-3.482739183,,,
C0024115,DB01223,-3.238253347,1.3,1.7482,0.138407948
C0024115,DB01291,-4.732510424,0,0.973,0.205599125
C0023487,DB00694,-2.625190164,1.360655738,1.540377049,0.068460302
C0023487,DB00755,-4.563810773,1,1.40925,0.089672868
C0023487,DB00987,-1.839327284,1.5,1.640690476,0.076490181
C0023487,DB01033,-0.188394901,1.710526316,1.725210526,0.077943779
C0023487,DB01169,-0.763259161,1.5,1.7425,0.317716462
C0023487,DB01177,-1.713852136,1.472222222,1.62325,0.088121825
C0023487,DB04942,-4.099517548,0.333333333,1.365,0.251655629
C0023473,DB00309,-0.920900877,,,
C0023473,DB00791,-0.226014635,1,1.081,0.358383872
C0023473,DB00888,-2.610371835,0,1.301,0.498396429
C0023473,DB01005,-1.939806544,1.214285714,1.449357143,0.121182924
C0023473,DB04865,-5.521729441,0,1.10975,0.200978699
C0023473,DB08901,-5.646694745,0.636363636,1.119409091,0.085544815
C0023467,DB00041,-3.039452346,,,
C0023467,DB00056,-3.646050033,,,
C0023467,DB00352,0.004813537,,,
C0023467,DB00694,-5.407084365,0.770491803,1.035852459,0.049076478
C0023467,DB00987,-2.510186819,0.928571429,1.089595238,0.064148138
C0023467,DB00997,-3.655668522,0.923913043,1.07951087,0.04256344
C0023467,DB01177,-3.262657537,0.833333333,1.048111111,0.06582909
C0023467,DB01204,-5.817551828,0.666666667,1.001897436,0.057624028
C0023467,DB01262,-6.606899589,0.3,1.007,0.107009345
C0023465,DB00694,-3.18296578,1.426229508,1.633409836,0.065090341
C0023449,DB00023,-2.348514094,,,
C0023449,DB00059,-1.092597682,,,
C0023449,DB00309,-2.129812825,,,
C0023449,DB00443,-0.94394848,,,
C0023449,DB00444,-3.223514352,,,
C0023449,DB00541,-4.255983493,,,
C0023449,DB00563,-3.047891336,1.423076923,1.588134615,0.054154717
C0023449,DB00620,0.602027389,1.636363636,1.580681818,0.092490507
C0023449,DB00631,-3.715317536,0.888888889,1.487222222,0.161045006
C0023449,DB00635,-4.181660067,1.225806452,1.588193548,0.086661061
C0023449,DB00694,-4.303020083,1.147540984,1.42895082,0.065398216
C0023449,DB00741,-2.919834419,1.194444444,1.420138889,0.077297001
C0023449,DB00860,-1.917432339,1.416666667,1.586541667,0.088595043
C0023449,DB00959,-4.141695873,0.933333333,1.377733333,0.107299042
C0023449,DB00987,-4.480947679,1.19047619,1.535595238,0.077019209
C0023449,DB00997,-3.872529153,1.25,1.480119565,0.059423585
C0023449,DB01033,-2.720567477,1.421052632,1.631236842,0.077257488
C0023449,DB01234,-1.449286586,1.430379747,1.510746835,0.055452862
C0023449,DB01380,-4.779835965,0,0.966,0.202098986
C0023434,DB00073,-6.011582547,,,
C0023434,DB00291,-0.877462695,,,
C0023434,DB00635,0.156441459,1.483870968,1.470612903,0.084747768
C0023434,DB00791,-3.792825106,0,0.988,0.260491842
C0023434,DB00888,-0.457774169,1,1.193,0.421605266
C0023434,DB06650,-2.50681398,0,1.325,0.528559363
C0023434,DB06769,-5.255928539,0,0.973,0.185124283
C0023434,DB08935,-2.50681398,0,1.325,0.528559363
C0023434,DB09053,-4.867119255,0.692307692,1.062846154,0.07613096
C0023434,DB09054,-4.633740417,0.25,1.14225,0.192555025
C0023434,DB11581,-3.627896852,0.7,1.138,0.120731106
C0023343,DB00250,-4.546802953,,,
C0023343,DB00845,1.386609548,2.2,1.9534,0.177843864
C0022575,DB00091,-0.339515657,,,
C0022568,DB00626,0.53367605,2,1.9,0.187379591
C0022568,DB00741,-3.328081787,1.472222222,1.716416667,0.073373931
C0022568,DB00860,-1.755139824,1.708333333,1.852541667,0.082163444
C0022568,DB00994,1.238450154,2.25,1.9955,0.205498783
C0022568,DB01234,0.188249293,1.810126582,1.79978481,0.054936579
C0022568,DB01380,-0.439738747,1,1.175,0.397963566
C0022548,DB00620,-2.014363561,1.590909091,1.773318182,0.090554205
C0022548,DB01234,-2.944339488,1.556962025,1.726189873,0.057475658
C0022548,DB07615,-0.279604207,1.8,1.8344,0.123031053
C0022104,DB00475,-0.02845552,,,
C0022104,DB00725,0.459370013,2.25,2.16275,0.189934035
C0022104,DB00747,-0.240959921,2,2.0575,0.238628896
C0022104,DB00771,-0.304212076,2,2.12,0.394461658
C0022104,DB00804,1.452841762,2.333333333,2.093333333,0.165193489
C0022104,DB08890,-0.497448729,2,2.231,0.464369465
C0021400,DB00198,-0.209656967,,,
C0021390,DB00443,-1.054962597,,,
C0021390,DB00620,-1.711647578,1.318181818,1.480045455,0.094565983
C0021390,DB00635,-3.347437916,1.193548387,1.477935484,0.084956646
C0021390,DB00741,-4.356559328,1,1.31775,0.072935997
C0021390,DB00860,-3.63458899,1.166666667,1.484291667,0.087389524
C0021390,DB00959,-4.349935553,0.8,1.2842,0.111311994
C0021390,DB01234,-2.360965474,1.278481013,1.405797468,0.05392559
C0021390,DB01380,0.234205723,1,0.948,0.222027025
C0021361,DB00882,-2.952044127,1,1.63,0.213411444
C0020676,DB00279,-1.907074719,,,
C0020676,DB00451,-2.911452046,,,
C0020651,DB00211,2.867589295,,,
C0020649,DB00191,-0.999077944,,,
C0020649,DB00368,-4.685178085,,,
C0020649,DB00668,-4.634932196,1.275862069,1.632172414,0.076874985
C0020649,DB00988,-6.499689381,0.944444444,1.582,0.098090158
C0020649,DB01364,-4.734830326,0.333333333,1.440333333,0.233799297
C0020649,DB01365,-4.702544272,0,1.6305,0.346727198
C0020635,DB00624,-2.35369222,1.857142857,2.031,0.073865708
C0020626,DB00136,-1.219698633,,,
C0020626,DB00153,-0.272580141,,,
C0020626,DB00169,0.818487865,,,
C0020626,DB01070,-1.290994449,1,1.625,0.484122918
C0020626,DB05829,-5.374419683,0.5,1.976,0.274634302
C0020625,DB00872,-5.930658666,0.5,2.0645,0.263798692
C0020625,DB06212,-4.061476132,0.5,1.692,0.293489352
C0020615,DB00040,-1.290346222,,,
C0020598,DB00136,-1.722212071,,,
C0020598,DB00146,-1.498233946,,,
C0020598,DB00153,-0.756720516,,,
C0020598,DB00169,-0.811889179,,,
C0020598,DB01022,0.294617908,2,1.905,0.322451547
C0020598,DB01070,-2.81802087,0,1.437,0.509932348
C0020557,DB00159,-0.12334178,,,
C0020557,DB00175,-6.485850744,,,
C0020557,DB00227,-4.89150701,,,
C0020557,DB00627,0.112778483,2,1.983875,0.142979402
C0020557,DB00641,-5.368245607,1.433962264,1.77145283,0.062867944
C0020557,DB01039,-8.298490648,0.965517241,1.621689655,0.079071296
C0020557,DB01076,-6.32754713,1.362068966,1.765551724,0.063766061
C0020557,DB01098,-1.573724995,1.636363636,1.831909091,0.124256433
C0020557,DB01241,-5.289935518,1,1.6938,0.131154718
C0020550,DB00389,-1.076152907,,,
C0020550,DB00550,0.372790876,1.8,1.7602,0.10676227
C0020550,DB00763,-0.712564076,1.529411765,1.609058824,0.111775294
C0020542,DB00435,-0.384065424,,,
C0020542,DB00559,-2.277872262,1,1.5675,0.249136007
C0020542,DB00820,-3.481515444,1,1.825,0.236965773
C0020542,DB01240,-0.684883296,1,1.329,0.480373813
C0020538,DB00177,-0.62434224,,,
C0020538,DB00178,-5.512521555,,,
C0020538,DB00195,-2.690680122,,,
C0020538,DB00206,-5.176544116,,,
C0020538,DB00214,-6.989881481,,,
C0020538,DB00232,-5.189223548,,,
C0020538,DB00264,-3.047695883,,,
C0020538,DB00270,-3.255451918,,,
C0020538,DB00275,-0.62434224,,,
C0020538,DB00310,-5.620235693,,,
C0020538,DB00325,-3.248043811,,,
C0020538,DB00335,-8.182203306,,,
C0020538,DB00343,-4.298484332,,,
C0020538,DB00350,-6.035248456,,,
C0020538,DB00373,-3.1815811,,,
C0020538,DB00381,-6.367669065,,,
C0020538,DB00384,-6.072662776,,,
C0020538,DB00401,-5.448031793,,,
C0020538,DB00421,-8.100573386,,,
C0020538,DB00436,-4.109819177,,,
C0020538,DB00457,-4.503133786,,,
C0020538,DB00492,-2.604972222,,,
C0020538,DB00519,-0.866736814,,,
C0020538,DB00521,-3.344294079,,,
C0020538,DB00524,-3.639459713,,,
C0020538,DB00528,-1.508015807,,,
C0020538,DB00542,-4.128417522,,,
C0020538,DB00571,-5.054949107,0.6875,1.2445,0.110189042
C0020538,DB00575,-5.57713381,0.444444444,1.309888889,0.155177278
C0020538,DB00584,-7.229308062,0.45,1.08335,0.087608661
C0020538,DB00590,-2.731592137,0.6,1.1634,0.206253339
C0020538,DB00594,-4.200668602,0.5,1.1415,0.152713785
C0020538,DB00598,-5.400464496,0.5,1.266333333,0.141901374
C0020538,DB00612,-2.07856859,0.5,1.124,0.300206596
C0020538,DB00622,-5.406658823,0.5,1.086214286,0.108424501
C0020538,DB00629,-0.677144356,1,1.2255,0.333016141
C0020538,DB00657,-1.738198916,1.166666667,1.5345,0.211617514
C0020538,DB00661,-5.927995657,0.735294118,1.190323529,0.076759404
C0020538,DB00678,-4.320142818,0.555555556,1.201222222,0.149454936
C0020538,DB00691,-2.604972222,0,1.455,0.558547223
C0020538,DB00695,-5.783732386,0.5,1.258,0.131057239
C0020538,DB00700,-5.027432234,0,0.9755,0.194035435
C0020538,DB00722,-5.613567542,0.285714286,1.214714286,0.165491907
C0020538,DB00774,-4.109819177,0,1.4775,0.359504868
C0020538,DB00790,-4.116730197,0.25,1.17625,0.224996528
C0020538,DB00796,-4.467158938,0.5,1.300833333,0.179271287
C0020538,DB00808,-3.264130136,0.5,1.2345,0.225021666
C0020538,DB00876,-4.359665448,0,0.954,0.21882413
C0020538,DB00880,-2.590529606,0.833333333,1.4135,0.223956779
C0020538,DB00881,-2.743492489,0.333333333,1.098666667,0.27896316
C0020538,DB00960,-4.247849552,0,1.181333333,0.2781015
C0020538,DB00966,-2.400923399,0.714285714,1.003,0.120251352
C0020538,DB00968,-4.572029298,0.777777778,1.126185185,0.076204106
C0020538,DB00982,-4.882047434,0.545454545,1.128181818,0.119361248
C0020538,DB00999,-5.538850361,0.757575758,1.192,0.078432204
C0020538,DB01018,-4.487246643,0.4,1.2944,0.199320446
C0020538,DB01021,-2.720152816,0.833333333,1.446833333,0.225538799
C0020538,DB01023,-5.975385725,0.461538462,1.223923077,0.127587515
C0020538,DB01029,-6.569482717,0.3,1.1877,0.135124794
C0020538,DB01076,-7.609542366,0.74137931,1.214465517,0.062170126
C0020538,DB01115,-6.421699851,0.744680851,1.156382979,0.064111082
C0020538,DB01136,-6.504994786,0.529411765,1.268588235,0.113632139
C0020538,DB01162,-4.633503548,0.6,1.3514,0.162166704
C0020538,DB01170,-2.653448042,0,1.543,0.581507524
C0020538,DB01193,-2.755914003,0.5,1.4385,0.340540379
C0020538,DB01197,-8.803859696,0.153846154,1.229,0.12212301
C0020538,DB01203,-3.916757636,0.25,1.17025,0.23495199
C0020538,DB01229,-6.899477547,0.760416667,1.03228125,0.039403648
C0020538,DB01275,-4.32440788,0.714285714,1.214357143,0.115639283
C0020538,DB01324,-2.536199175,0,1.245,0.490892045
C0020538,DB01340,-2.604972222,0,1.455,0.558547223
C0020538,DB01348,-2.604972222,0,1.455,0.558547223
C0020538,DB01349,-4.359665448,0,0.954,0.21882413
C0020538,DB01359,-3.344294079,0,0.9675,0.289298721
C0020538,DB01580,-3.344294079,0,0.9675,0.289298721
C0020538,DB01626,1.059186299,2,1.396,0.570249068
C0020538,DB04846,-3.798172055,0,1.1235,0.295800186
C0020538,DB04861,-2.741222662,0.5,1.413,0.333063057
C0020538,DB04920,-1.84447366,1,1.404666667,0.219394115
C0020538,DB08808,-3.344294079,0,0.9675,0.289298721
C0020538,DB08822,-4.359665448,0,0.954,0.21882413
C0020538,DB09026,-3.607992492,0,1.277,0.353936435
C0020538,DB09229,-2.012586657,0,0.802,0.398492158
C0020538,DB09230,-1.86877853,0.5,0.8975,0.212705783
C0020538,DB09235,-2.012586657,0,0.802,0.398492158
C0020538,DB09477,-2.604972222,0,1.455,0.558547223
C0020473,DB00227,-3.618928796,,,
C0020473,DB00451,-3.477274846,,,
C0020473,DB00509,-1.334272463,,,
C0020473,DB00627,-0.156283687,2,2.023,0.147168271
C0020473,DB00636,-2.688175763,1.4,1.6808,0.104457455
C0020473,DB00973,0.039672432,2,1.989,0.277270626
C0020473,DB01039,-6.176876229,1.137931034,1.670551724,0.086228163
C0020473,DB01393,-1.313598037,1,1.4835,0.368073023
C0020473,DB01432,-4.158506345,0.666666667,1.811,0.275178932
C0020473,DB01599,-2.247199362,1,1.7175,0.319286314
C0020459,DB01119,-2.448896583,1.384615385,1.700923077,0.129163352
C0020443,DB00175,-6.550418499,,,
C0020443,DB00227,-4.035358154,,,
C0020443,DB00627,1.656530705,2.25,2.013625,0.142692797
C0020443,DB00641,-4.42799631,1.547169811,1.824735849,0.062684343
C0020443,DB00973,-1.875493196,1.5,1.9915,0.2620644
C0020443,DB01039,-5.791114022,1.206896552,1.679965517,0.081688767
C0020443,DB01076,-8.443563681,1.327586207,1.826,0.059028843
C0020443,DB01095,-3.215667289,1.6,1.8694,0.083777324
C0020443,DB01098,-1.363568895,1.727272727,1.887363636,0.117405809
C0020443,DB01393,1.375663578,2,1.505,0.359826347
C0020443,DB01432,-6.645416177,0,1.826,0.274775868
C0020443,DB01599,-3.765673953,0.5,1.746,0.330883665
C0020443,DB08860,-1.58209767,1.5,1.816,0.199734824
C0020443,DB09302,-5.802634163,0,1.78,0.306757233
C0020443,DB09303,-5.802634163,0,1.78,0.306757233
C0020437,DB00710,-3.060912766,1,1.8765,0.286352493
C0020428,DB00421,-1.369186453,,,
C0019829,DB00262,-1.304899997,,,
C0019829,DB00290,-3.343360563,,,
C0019829,DB00291,-1.217653857,,,
C0019829,DB00443,0.517311896,,,
C0019829,DB00541,-1.603203067,,,
C0019829,DB00570,-1.345242983,1.366666667,1.4898,0.091532411
C0019829,DB00620,-0.00354962,1.590909091,1.591227273,0.089638288
C0019829,DB00635,-1.01980542,1.516129032,1.604322581,0.086480761
C0019829,DB00741,-1.336533867,1.333333333,1.432111111,0.07390593
C0019829,DB00851,-1.011597126,1.615384615,1.737538462,0.120753453
C0019829,DB00860,0.77531731,1.666666667,1.598,0.088565889
C0019829,DB00888,-0.785135257,1,1.393,0.500550697
C0019829,DB00959,-3.085161495,1.066666667,1.398866667,0.107676697
C0019829,DB00997,-1.689576277,1.402173913,1.496815217,0.056014816
C0019829,DB01168,-0.891217404,1.4,1.5736,0.194789733
C0019829,DB01206,-2.122207569,1.25,1.69975,0.211925547
C0019829,DB01234,-2.808228622,1.367088608,1.522,0.055163383
C0019829,DB01380,0.130188911,1,0.97,0.230434372
C0019829,DB04572,-1.819491145,1.25,1.515,0.145645117
C0019829,DB08870,-2.032613754,1.133333333,1.372333333,0.117582595
C0019693,DB00220,-1.668333823,,,
C0019693,DB00224,1.054544656,,,
C0019693,DB00238,1.226196852,,,
C0019693,DB00300,-0.578164178,,,
C0019693,DB00495,-1.178913088,,,
C0019693,DB00503,-1.501965411,,,
C0019693,DB00625,-0.828046896,1.428571429,1.507761905,0.095635255
C0019693,DB00649,-1.198031907,1.428571429,1.561428571,0.110896164
C0019693,DB00701,-1.491762223,1.25,1.54725,0.199260978
C0019693,DB00705,-1.682513849,1.2,1.5656,0.217293902
C0019693,DB00709,-1.456433392,1.5,1.639038462,0.095465033
C0019693,DB00879,0.528605602,1.666666667,1.529,0.260433613
C0019693,DB00900,0.326428247,1.666666667,1.6275,0.119985532
C0019693,DB00932,0.660257639,2,1.683,0.480115611
C0019693,DB00943,0.619696445,1.5,1.39825,0.164193293
C0019693,DB01048,-1.279291176,1.545454545,1.704,0.123932266
C0019693,DB01072,0.696730155,1.777777778,1.676666667,0.145122341
C0019693,DB01232,-2.249264187,1.125,1.501875,0.167554795
C0019693,DB01264,0.660257639,2,1.683,0.480115611
C0019693,DB01319,0.660257639,2,1.683,0.480115611
C0019693,DB01601,-0.268843679,1.444444444,1.483222222,0.144239128
C0019693,DB06414,-1.332391652,1.5,1.794,0.220655841
C0019693,DB06817,0.743876563,2,1.7805,0.295075838
C0019693,DB08864,-0.424850129,2,2.199,0.46840047
C0019693,DB08930,0.002909755,1.6,1.5994,0.20620291
C0019693,DB09065,0.842024284,2,1.8542,0.173154151
C0019202,DB00859,-2.241165746,1.714285714,1.989428571,0.122767742
C0019202,DB06824,0.227059152,2,1.941,0.259844184
C0019151,DB00581,-1.416344023,1.5,1.7865,0.202281363
C0019151,DB00994,1.198330592,2.25,1.9955,0.212378789
C0019151,DB01220,0.623609564,2,1.72,0.448998886
C0019080,DB06692,-1.76687433,1.666666667,2.064,0.224879227
C0018916,DB00571,1.034042134,1.875,1.7683125,0.103175196
C0018802,DB00584,-5.747079516,0.65,1.1983,0.095404979
C0018802,DB00922,-1.168177677,1,1.4245,0.363386502
C0018802,DB09477,-2.999419365,0,1.599,0.53310318
C0018790,DB01064,-2.962582149,1.428571429,1.659071429,0.07780375
C0018213,DB00389,-3.031269422,,,
C0018099,DB00328,-2.6737468,,,
C0018099,DB00437,-1.46761199,,,
C0018099,DB00788,-0.183206169,1.75,1.77275,0.124177041
C0018099,DB01394,1.761205835,1.695652174,1.578869565,0.066308325
C0018021,DB00279,-1.461092343,,,
C0018021,DB00451,-2.2869012,,,
C0017612,DB00195,0.210214477,,,
C0017612,DB00287,-0.040198761,,,
C0017612,DB00373,2.038527347,,,
C0017612,DB00411,-0.426029781,,,
C0017612,DB00449,-0.39841188,,,
C0017612,DB00484,-0.293088074,,,
C0017612,DB00521,1.564461907,,,
C0017612,DB00575,1.08713858,2.111111111,1.981888889,0.118864535
C0017612,DB00654,-2.075155509,1.666666667,2.03,0.17508728
C0017612,DB00668,0.369435195,1.862068966,1.835896552,0.070844397
C0017612,DB00703,-0.198194566,1.857142857,1.887857143,0.154970372
C0017612,DB00819,0.202738381,2,1.977818182,0.109411045
C0017612,DB00869,-0.031420934,2,2.006,0.190955492
C0017612,DB00905,-2.626897926,1.333333333,2.004666667,0.255561256
C0017612,DB00964,-0.583508846,1,1.254,0.435297599
C0017612,DB00981,0.376688816,2,1.916333333,0.222110833
C0017612,DB01057,-0.041317487,2,2.011,0.266231103
C0017612,DB01085,-2.894605167,1.615384615,1.89,0.094871448
C0017612,DB01144,-0.312661039,2,2.04875,0.155919651
C0017612,DB01194,-0.143639832,2,2.0325,0.226260359
C0017612,DB01210,1.564461907,2,1.599,0.256318162
C0017612,DB01214,0.800640193,1.666666667,1.488666667,0.222322089
C0017612,DB01229,-1.108470852,1.729166667,1.774572917,0.040962963
C0017612,DB08819,-0.040198761,2,2.011,0.273640275
C0017612,DB09351,0.210214477,2,1.954,0.21882413
C0017601,DB01057,-1.464201248,1,1.707,0.482857122
C0017601,DB08808,-0.788348761,1,1.2335,0.296188707
C0017574,DB00878,-0.927191837,1.789473684,1.873578947,0.090709667
C0017168,DB00213,-2.920090059,,,
C0017168,DB00338,-3.623434111,,,
C0017168,DB00448,-3.134954839,,,
C0017168,DB00501,-0.334000074,,,
C0017168,DB00585,-2.655076943,1,1.925,0.34838915
C0017168,DB00604,-0.694457876,1.4,1.5418,0.204188051
C0017168,DB00736,-2.430166004,1.444444444,1.799555556,0.146126277
C0017168,DB00863,-0.719173656,1.642857143,1.724357143,0.113324507
C0017168,DB00927,-2.606873472,1,1.5905,0.226516556
C0017168,DB01129,-3.699345104,1,1.445833333,0.120516827
C0017168,DB01233,0.065681848,1.6,1.5905,0.144636614
C0015967,DB00316,-2.251832604,,,
C0015967,DB00318,-1.150254527,,,
C0015967,DB00388,-2.936561405,,,
C0015967,DB00514,-0.758595982,,,
C0015967,DB00788,-3.323554899,1.083333333,1.515666667,0.130081598
C0015967,DB00874,0.224373114,1.75,1.69475,0.246241624
C0015967,DB01050,-4.062206446,1.161290323,1.487548387,0.080315481
C0015967,DB01356,-3.806528106,1.11627907,1.366604651,0.065762179
C0015967,DB01620,-1.045398501,1,1.532,0.508896846
C0015967,DB08797,0.052777981,1,0.995,0.094736477
C0015967,DB09213,-2.206351849,0.5,1.133,0.286898937
C0015397,DB00443,-1.154042915,,,
C0015397,DB00620,0.645766904,1.727272727,1.670136364,0.088478309
C0015397,DB00741,1.100729814,1.611111111,1.533722222,0.070306889
C0015397,DB00860,0.771305346,1.75,1.686666667,0.082111882
C0015397,DB00959,1.683899419,1.666666667,1.489666667,0.105113167
C0015397,DB01234,1.638453902,1.696202532,1.616101266,0.048888324
C0015397,DB01380,-0.146459754,1,1.021,0.1433841
C0015230,DB00223,-0.585358642,,,
C0015230,DB00240,-0.390819959,,,
C0015230,DB00288,-0.37966692,,,
C0015230,DB00443,0.838980265,,,
C0015230,DB00547,0.343826822,,,
C0015230,DB00588,-0.018260462,1,1.004,0.219052505
C0015230,DB00591,0.048298049,1,0.992,0.16563816
C0015230,DB00596,0.048298049,1,0.992,0.16563816
C0015230,DB00620,0.377443385,1.681818182,1.646909091,0.092488284
C0015230,DB00663,-0.027986097,1,1.006,0.214392164
C0015230,DB00741,-1.823557028,1.361111111,1.506638889,0.079804347
C0015230,DB00764,-0.633022802,1,1.179,0.282770225
C0015230,DB00838,-0.585358642,1.333333333,1.463333333,0.222086069
C0015230,DB00846,0.702980853,1.333333333,1.192333333,0.200574453
C0015230,DB00860,-1.70667324,1.5,1.652166667,0.089159813
C0015230,DB00959,-2.29939781,1.2,1.457466667,0.111971346
C0015230,DB01047,0.702980853,1.333333333,1.192333333,0.200574453
C0015230,DB01130,0.362738125,1.25,1.175,0.206760731
C0015230,DB01234,-0.895899691,1.53164557,1.585012658,0.059568152
C0015230,DB01260,-0.545534365,1,1.113666667,0.208358398
C0015230,DB01380,-0.018260462,1,1.004,0.219052505
C0015230,DB03904,-0.535398149,1.333333333,1.409333333,0.141950435
C0015230,DB06786,1.039143077,1.333333333,1.120666667,0.204655809
C0014877,DB01057,0.281396574,2,1.905,0.337601836
C0014553,DB00186,-5.164601106,,,
C0014553,DB00313,-0.741374959,,,
C0014553,DB00347,-2.334983945,,,
C0014553,DB00593,-1.535078495,2,2.3184,0.207416104
C0014553,DB00617,-2.447659243,1.666666667,2.347,0.277952634
C0014553,DB00819,-0.675723193,2,2.086272727,0.127674658
C0014553,DB00832,-2.447659243,1.666666667,2.347,0.277952634
C0014553,DB01068,-5.623858521,1.666666667,2.221714286,0.09869516
C0014553,DB05246,-2.447659243,1.666666667,2.347,0.277952634
C0014544,DB00252,-6.761517059,,,
C0014544,DB00312,-5.780318938,,,
C0014544,DB00313,-4.912702117,,,
C0014544,DB00347,-1.857308852,,,
C0014544,DB00418,-4.340402107,,,
C0014544,DB00555,-6.287610859,1.2,1.76444,0.089770187
C0014544,DB00564,-6.596941976,1.155555556,1.594422222,0.066525773
C0014544,DB00599,-4.152969299,1.272727273,1.833363636,0.134996511
C0014544,DB00617,-2.721149716,1.333333333,1.918,0.214860161
C0014544,DB00794,-9.045848972,1.035714286,1.806857143,0.085248257
C0014544,DB00832,-2.721149716,1.333333333,1.918,0.214860161
C0014544,DB00849,-5.533079159,1.083333333,1.751166667,0.120698315
C0014544,DB00949,-5.584064272,1.083333333,1.8055,0.129326353
C0014544,DB01121,-7.892409064,0.777777778,1.883888889,0.140148731
C0014544,DB01174,-5.632241746,1.25,1.710916667,0.081835384
C0014544,DB01320,-2.459032776,0.5,1.367,0.352577651
C0014544,DB01351,-1.564200036,1,1.755,0.482674839
C0014544,DB05246,-2.721149716,1.333333333,1.918,0.214860161
C0014175,DB00007,-0.241914785,,,
C0014175,DB00014,-2.740988353,,,
C0014175,DB00302,-0.554246825,,,
C0014175,DB00396,-3.623648909,,,
C0014175,DB00603,-3.103038326,1,1.330642857,0.106554552
C0014175,DB00666,0.376322331,2,1.86,0.372021505
